accuracy,rocauc,balancedaccuracy,f1,recall,geometricmean
0.0,-0.0,0.0,0.0,0.0,0.0
0.5,-0.0,0.25,0.0,0.0,0.0
0.3333333333333333,-0.0,0.25,0.0,0.0,0.0
0.25,-0.0,0.16666666666666666,0.0,0.0,0.0
0.2,-0.0,0.16666666666666666,0.0,0.0,0.0
0.3333333333333333,-0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
0.42857142857142855,-0.0,0.41666666666666663,0.0,0.0,0.408248290463863
0.5,-0.0,0.4666666666666667,0.0,0.0,0.4472135954999579
0.4444444444444444,-0.0,0.41666666666666663,0.0,0.0,0.408248290463863
0.5,-0.0,0.5,0.0,0.0,0.5
0.5454545454545454,-0.0,0.55,0.0,0.0,0.5477225575051662
0.5833333333333334,-0.0,0.5857142857142856,0.0,0.0,0.5855400437691198
0.5384615384615384,-0.0,0.55,0.0,0.0,0.5477225575051662
0.5714285714285714,-0.0,0.5777777777777777,0.0,0.0,0.5773502691896258
0.6,-0.0,0.6,0.0,0.0,0.6
0.625,-0.0,0.6181818181818182,0.0,0.0,0.6179143806533247
0.6470588235294118,-0.0,0.6333333333333333,0.0,0.0,0.6324555320336759
0.6666666666666666,-0.0,0.6461538461538461,0.0,0.0,0.6445033866354896
0.6842105263157895,-0.0,0.6571428571428571,0.0,0.0,0.6546536707079771
0.7,-0.0,0.6904761904761905,0.0,0.0,0.6900655593423543
0.6666666666666666,-0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
0.6818181818181818,-0.0,0.6770833333333333,0.0,0.0,0.67700320038633
0.6956521739130435,-0.0,0.6862745098039216,0.0,0.0,0.6859943405700354
0.7083333333333334,-0.0,0.6944444444444444,0.0,0.0,0.693888666488711
0.72,-0.0,0.7017543859649122,0.0,0.0,0.7008766440504623
0.7307692307692307,-0.0,0.7255639097744361,0.0,0.0,0.7254762501100117
0.7407407407407407,-0.0,0.743421052631579,0.0,0.0,0.7433919416750281
0.7142857142857143,-0.0,0.725,0.0,0.0,0.724568837309472
0.7241379310344828,-0.0,0.7321428571428572,0.0,0.0,0.7319250547113999
0.7333333333333333,-0.0,0.7386363636363636,0.0,0.0,0.7385489458759964
0.7419354838709677,-0.0,0.7445652173913043,0.0,0.0,0.7445453821540743
0.75,-0.0,0.75,0.0,0.0,0.75
0.7575757575757576,-0.0,0.755,0.0,0.0,0.754983443527075
0.7352941176470589,-0.0,0.7133333333333334,0.0,0.0,0.7118052168020874
0.7428571428571429,-0.0,0.717948717948718,0.0,0.0,0.7161148740394329
0.75,-0.0,0.7222222222222222,0.0,0.0,0.7200822998230956
0.7297297297297297,-0.0,0.7083333333333333,0.0,0.0,0.7071067811865475
0.7368421052631579,-0.0,0.7126436781609196,0.0,0.0,0.7111590022187595
0.717948717948718,0.5,0.47509578544061304,0.0,0.0,0.0
0.7,0.48717948717948717,0.45287356321839073,0.0,0.0,0.0
0.6829268292682927,0.475,0.4444444444444444,0.0,0.0,0.0
0.6666666666666666,0.4634146341463415,0.4365591397849462,0.0,0.0,0.0
0.6511627906976745,0.4523809523809524,0.41837732160312807,0.0,0.0,0.0
0.6590909090909091,0.4418604651162791,0.42140151515151514,0.0,0.0,0.0
0.6666666666666666,0.4318181818181818,0.42424242424242425,0.0,0.0,0.0
